ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-513210,Source2,1,2022-09-07 22:13:35,2022-09-07 22:43:06,45.23848,-94.378418,,,0.0,Crash on MN-24 both ways at CR-17.,State Highway 24,Watkins,Meeker,MN,55389-7733,US,US/Central,KLJF,2022-09-07 22:15:00,73.0,73.0,78.0,28.8,10.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513211,Source2,1,2022-09-07 22:12:23,2022-09-07 22:41:49,34.107819,-86.516113,,,0.0,Crash on AL-79 both ways at CR-31 Royal Liberty Rd.,State Highway 79,Blountsville,Blount,AL,35031,US,US/Central,K3A1,2022-09-07 21:53:00,71.0,71.0,78.0,29.29,10.0,N,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513212,Source2,2,2022-09-07 20:02:34,2022-09-07 20:47:22,37.96899000000001,-121.33666200000002,,,0.0,#3 lane blocked due to crash on Plymouth Rd at Mendocino Ave.,Plymouth Rd,Stockton,San Joaquin,CA,95204-2738,US,US/Pacific,KSCK,2022-09-07 19:55:00,91.0,91.0,27.0,29.8,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-513213,Source2,3,2022-09-07 05:37:12,2022-09-07 06:22:38,42.812809,-84.787132,,,0.0,Right lane blocked and right hand shoulder blocked due to crash on I-96 Westbound at Exit 84 Grange Rd.,I-96 E,Eagle,Clinton,MI,48822,US,US/Eastern,KLAN,2022-09-07 05:53:00,56.0,56.0,93.0,29.21,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-513214,Source2,2,2022-09-07 20:30:37,2022-09-07 20:59:30,33.884193,-117.524773,,,0.0,Lane blocked due to crash on CA-91 Westbound before Mckinley St.,CA-91 W,Corona,Riverside,CA,92879,US,US/Pacific,KAJO,2022-09-07 20:56:00,86.0,,51.0,,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-513215,Source2,3,2022-09-07 19:19:10,2022-09-07 20:03:51,29.435469,-98.477722,,,0.0,One lane blocked due to crash on I-37 Southbound at Jones Ave.,I-37,San Antonio,Bexar,TX,78215,US,US/Central,KSAT,2022-09-07 18:51:00,87.0,87.0,55.0,29.08,10.0,SSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-513216,Source2,3,2022-09-07 18:28:32,2022-09-07 19:13:09,29.966997,-95.419563,,,0.0,Right and center lane blocked due to crash on I-45 Southbound at Rankin Rd.,North Fwy,Houston,Harris,TX,77090,US,US/Central,KDWH,2022-09-07 18:53:00,76.0,76.0,82.0,29.76,10.0,SSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-513217,Source2,2,2022-09-07 20:48:31,2022-09-07 21:18:12,37.766239,-122.405258,,,0.0,#1 lane blocked due to crash on US-101 Northbound at I-80.,Central Fwy,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-09-07 20:56:00,71.0,71.0,66.0,29.89,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-513218,Source2,3,2022-09-07 21:03:37,2022-09-07 21:33:22,30.295736,-92.025215,,,0.0,Left lane blocked due to crash on I-49 Northbound at Exit 2 LA-98 Gloria Switch Rd.,I-49 S,Lafayette,Lafayette,LA,70507,US,US/Central,KLFT,2022-09-07 20:53:00,77.0,77.0,82.0,29.9,10.0,SSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513219,Source2,1,2022-09-07 19:16:38,2022-09-07 19:46:19,37.34581,-121.843987,,,0.239999994635582,Crash on exit ramp from I-680 Southbound at Exit 1C to S King Rd Northbound.,McCreery Ave,San Jose,Santa Clara,CA,95116-3425,US,US/Pacific,KRHV,2022-09-07 18:47:00,95.0,95.0,20.0,29.73,10.0,WNW,10.0,,Fair,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-513220,Source2,1,2022-09-07 18:07:27,2022-09-07 18:36:41,37.388142,-121.067146,,,0.0,Crash on CA-33 at Eastin Rd.,State Highway 33,Crows Landing,Stanislaus,CA,95313,US,US/Pacific,KMOD,2022-09-07 17:53:00,103.0,103.0,12.0,29.7,10.0,NW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-513221,Source2,1,2022-09-07 18:11:42,2022-09-07 18:41:27,37.409088,-122.000961,,,1.7599999904632568,Crash on entry ramp to Ca-237 Southbound from E Caribbean Dr Eastbound.,CA-237 W,Sunnyvale,Santa Clara,CA,94089,US,US/Pacific,KNUQ,2022-09-07 18:15:00,82.0,82.0,54.0,29.84,8.0,NNW,8.0,0.0,Fair,False,True,False,False,False,False,False,False,False,False,True,False,False,Day,Day,Day,Day
A-513222,Source2,3,2022-09-07 18:56:48,2022-09-07 19:45:52,37.79855300000001,-122.27478,,,0.0,#1 lane blocked due to crash on I-880 Northbound around Broadway.,I-880 N,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2022-09-07 18:53:00,78.0,78.0,56.0,29.89,10.0,NNW,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-513223,Source2,3,2022-09-07 21:32:49,2022-09-07 22:18:09,39.633152,-76.671852,,,0.0,Main roadway closed due to crash on I-83 Northbound at Exit 31 Middletown Rd.,I-83 N,Parkton,Baltimore County,MD,21120,US,US/Eastern,KDMW,2022-09-07 21:35:00,70.0,70.0,88.0,29.14,10.0,ENE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513224,Source2,2,2022-09-07 22:31:58,2022-09-07 23:17:02,41.273586,-76.529945,,,0.0,Lane blocked due to crash on PA-42 both ways at Mordan Hollow Rd.,PA-42,Unityville,Lycoming,PA,17774,US,US/Eastern,KIPT,2022-09-07 22:37:00,66.0,66.0,96.0,29.42,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513225,Source2,3,2022-09-07 21:25:46,2022-09-07 22:13:11,36.845833,-76.243217,,,0.0,Left lane closed due to crash on I-264 Eastbound after Exit 12 Ballentine Blvd.,I-264,Norfolk,Norfolk (City),VA,23502,US,US/Eastern,KORF,2022-09-07 20:59:00,74.0,74.0,85.0,29.88,10.0,ENE,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513226,Source3,2,2022-09-07 18:04:55,2022-09-07 18:33:39,32.724365,-117.155441,,,0.0,Slow lane blocked due to crash on I-5 Northbound at CA-163 Exits 1A 1B.,CA-163,San Diego,San Diego,CA,92101,US,US/Pacific,KSAN,2022-09-07 17:51:00,82.0,82.0,71.0,29.84,10.0,NW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-513227,Source2,3,2022-09-07 19:34:07,2022-09-07 20:18:52,34.025581,-118.205872,,,0.0,#1 lane blocked due to crash on I-5 Northbound before US-101.,Santa Ana Fwy N,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2022-09-07 19:47:00,77.0,77.0,64.0,29.67,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-513228,Source3,1,2022-09-07 18:48:42,2022-09-07 19:18:05,34.426579,-117.507874,,,0.0,Lane blocked due to crash on Phelan Rd Westbound at Nevada Rd.,Phelan Rd,Phelan,San Bernardino,CA,92371-6918,US,US/Pacific,KGXA,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-513229,Source2,2,2022-09-07 18:44:00,2022-09-07 19:28:36,41.873608,-87.80426800000002,,,0.0,Crash on I-290 Eisenhower Expy Eastbound at Exit 21B IL-43 Harlem Ave.,21B,Oak Park,Cook,IL,60304,US,US/Central,KMDW,2022-09-07 18:53:00,77.0,77.0,48.0,29.41,10.0,ENE,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-513230,Source2,2,2022-09-07 04:07:47,2022-09-07 04:37:30,35.196339,-80.74990799999998,,,0.0,Crash on Reddman Rd at Southwood Oaks Ln.,Reddman Rd,Charlotte,Mecklenburg,NC,28212-4566,US,US/Eastern,KCLT,2022-09-07 03:52:00,70.0,70.0,93.0,29.16,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513231,Source2,2,2022-09-07 04:06:22,2022-09-07 05:09:06,35.20837,-80.839653,,,0.0,Crash on Kenilworth Ave at Morehead St.,Kenilworth Ave,Charlotte,Mecklenburg,NC,28204-2833,US,US/Eastern,KCLT,2022-09-07 03:52:00,70.0,70.0,93.0,29.16,10.0,CALM,0.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-513232,Source2,2,2022-09-07 04:06:58,2022-09-07 05:09:04,35.240261,-80.859444,,,0.0,Crash on Bruns Ave at Duckworth Ave.,Duckworth Ave,Charlotte,Mecklenburg,NC,28208-4317,US,US/Eastern,KCLT,2022-09-07 03:52:00,70.0,70.0,93.0,29.16,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513233,Source2,1,2022-09-07 04:08:06,2022-09-07 04:37:46,37.018791,-76.403816,,,0.0,Crash on Aberdeen Rd both ways at Briarfield Rd.,Aberdeen Rd,Hampton,Hampton,VA,23661-1007,US,US/Eastern,KLFI,2022-09-07 03:55:00,75.0,75.0,99.0,29.88,10.0,NE,9.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-513234,Source2,1,2022-09-07 04:08:49,2022-09-07 05:09:05,37.543159,-77.45031,,,0.0,Crash on Pine St Northbound near Cumberland St.,Cumberland St,Richmond,Richmond City,VA,23220-5522,US,US/Eastern,KRIC,2022-09-07 04:12:00,72.0,72.0,91.0,29.75,10.0,CALM,0.0,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513235,Source2,2,2022-09-07 04:01:50,2022-09-07 05:08:15,40.245476,-74.083229,,,0.0,Left lane blocked due to crash on Garden State Pkwy Northbound after Exit 102 Asbury Rd.,Garden State Pkwy,Neptune City,Monmouth,NJ,07753,US,US/Eastern,KBLM,2022-09-07 03:56:00,67.0,67.0,,29.8,8.0,NNE,10.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A-513237,Source2,4,2022-09-07 04:07:30,2022-09-07 06:17:00,41.02647,-76.079308,,,0.0,Lane closed due to crash on I-80 Westbound after Exit 256 PA-93.,I-80,Drums,Luzerne,PA,18222,US,US/Eastern,KAVP,2022-09-07 04:18:00,65.0,65.0,93.0,28.98,8.0,NE,5.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513238,Source2,2,2022-09-07 04:06:51,2022-09-07 06:02:01,37.436806,-77.43046600000002,,,0.0,Crash on I-95 Northbound before Exit 67 VA-150 Chippenham Pkwy.,I-95,Richmond,Chesterfield,VA,23234,US,US/Eastern,KFCI,2022-09-07 04:10:00,70.0,70.0,100.0,29.69,1.0,CALM,0.0,0.11,Heavy Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513239,Source2,2,2022-09-07 21:57:42,2022-09-07 22:57:03,28.552973,-81.558624,,,0.0,Two lanes blocked due to crash on FL-50 Colonial Dr Eastbound at FL-429-TOLL.,SR-429-TOLL,Winter Garden,Orange,FL,34787,US,US/Eastern,KORL,2022-09-07 21:53:00,80.0,80.0,79.0,29.77,10.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513240,Source2,2,2022-09-07 18:32:30,2022-09-07 19:17:22,37.512638,-122.254669,,,0.0,Right lane blocked due to crash on US-101 Northbound near Holly St.,Bayshore Fwy N,San Carlos,San Mateo,CA,94070,US,US/Pacific,KSQL,2022-09-07 18:54:00,79.0,79.0,57.0,29.88,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-513242,Source2,3,2022-09-07 04:15:53,2022-09-07 05:20:29,39.790894,-88.265236,,,0.0,Lane blocked due to crash on I-57 Southbound before Exit 212 US-36.,I-57,Tuscola,Douglas,IL,61953,US,US/Central,KCMI,2022-09-07 03:53:00,67.0,67.0,90.0,29.32,8.0,NE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513243,Source3,1,2022-09-07 05:30:29,2022-09-07 06:17:16,27.041874,-82.30027,,,0.0,Crash on US-41 Tamiami Trl at River Rd.,Tamiami Trl S,Venice,Sarasota,FL,34293,US,US/Eastern,KVNC,2022-09-07 05:53:00,77.0,77.0,90.0,29.91,10.0,ESE,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-513244,Source2,2,2022-09-07 02:32:42,2022-09-07 03:13:15,37.528103,-122.272316,,,0.0,Three lanes blocked due to crash on US-101 Southbound before Exit 412 Ralston Ave.,US-101,Belmont,San Mateo,CA,94002,US,US/Pacific,KSQL,2022-09-07 02:35:00,72.0,72.0,73.0,29.87,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513245,Source2,3,2022-09-07 03:20:11,2022-09-07 04:03:31,41.660538,-87.588875,,,0.0,Lane blocked due to crash on I-94 Bishop Ford Fwy at Exits 68A 68B 130th St.,Bishop Ford Fwy W,Chicago,Cook,IL,60633,US,US/Central,KGYY,2022-09-07 03:15:00,65.0,65.0,95.0,29.5,10.0,N,3.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513246,Source2,1,2022-09-07 04:03:33,2022-09-07 05:04:15,34.148102,-80.727859,,,0.0,Crash on SC-12 Fort Jackson Rd at Kennedy Rd.,Fort Jackson Rd,Elgin,Kershaw,SC,29045-9229,US,US/Eastern,KCDN,2022-09-07 03:55:00,73.0,73.0,94.0,29.6,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-513247,Source3,2,2022-09-07 22:01:46,2022-09-07 23:01:16,36.104507,-80.236214,,,0.0,Two lanes blocked due to crash on US-52 John M Gold Fwy Southbound at Exit 110B US-311 Martin Luther King Jr Dr.,John Gold Memorial Expy S,Winston Salem,Forsyth,NC,27101,US,US/Eastern,KINT,2022-09-07 21:54:00,74.0,74.0,71.0,28.91,10.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513248,Source2,2,2022-09-07 22:55:43,2022-09-07 23:25:08,30.487766,-84.02504,,,0.0,Crash on I-10 Eastbound at Exit 217 FL-59 Gamble Rd.,County Hwy-59,Monticello,Jefferson,FL,32344,US,US/Eastern,KTVI,2022-09-07 22:55:00,77.0,77.0,89.0,29.62,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513249,Source2,2,2022-09-07 20:18:13,2022-09-07 20:47:48,47.11113,-122.293411,,,0.0,Right lane blocked due to crash on WA-161 Meridian Northbound at 160th St.,160th St E,Puyallup,Pierce,WA,98375-9617,US,US/Pacific,KPLU,2022-09-07 19:56:00,69.0,69.0,45.0,29.8,10.0,ENE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-513250,Source3,1,2022-09-07 18:22:35,2022-09-07 19:07:13,34.641579,-118.227386,,,0.0,Lane blocked due to crash on Avenue M-4 at 55th St.,W Avenue M-4,Lancaster,Los Angeles,CA,93536-3119,US,US/Pacific,KWJF,2022-09-07 17:56:00,100.0,100.0,24.0,27.44,10.0,WSW,21.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-513251,Source2,3,2022-09-07 18:22:53,2022-09-07 19:09:05,37.658192,-122.102486,,,0.0,Slow lane blocked due to crash on I-880 Northbound after Exit 28 Winton Ave.,I-880,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2022-09-07 17:54:00,87.0,87.0,29.0,29.83,10.0,NW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-513252,Source2,2,2022-09-07 18:23:43,2022-09-07 19:09:16,47.235008,-122.482414,,,0.0,Right lane blocked due to crash on WA-16 Eastbound near Exit 1B Union Ave.,WA-16 W,Tacoma,Pierce,WA,98409,US,US/Pacific,KTCM,2022-09-07 17:56:00,76.0,76.0,39.0,29.8,10.0,NNE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-513253,Source2,3,2022-09-07 17:01:36,2022-09-07 17:31:13,47.679138,-122.184547,,,0.0,Right lane blocked due to crash on I-405 Southbound before Exit 18 85th St.,I-405 N,Kirkland,King,WA,98033,US,US/Pacific,KBFI,2022-09-07 16:53:00,76.0,76.0,40.0,30.13,10.0,NW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-513254,Source2,3,2022-09-07 17:34:07,2022-09-07 18:03:39,47.690334,-122.328751,,,0.0,Two lanes blocked due to crash on I-5 Northbound around 85th St.,Banner Way NE,Seattle,King,WA,98115,US,US/Pacific,KBFI,2022-09-07 17:53:00,74.0,74.0,40.0,30.13,10.0,NW,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-513255,Source2,2,2022-09-07 03:05:23,2022-09-07 03:33:33,30.732531,-86.35137900000002,,,0.0,Crash on I-10 Westbound after Exit 70 FL-285.,N County Highway 285,Defuniak Springs,Walton,FL,32435,US,US/Central,K54J,2022-09-07 02:53:00,74.0,74.0,97.0,29.81,6.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513256,Source2,2,2022-09-07 04:02:14,2022-09-07 05:03:21,35.198189,-80.750648,,,0.0,Crash on Reddman Rd at Green Forest Dr.,Reddman Rd,Charlotte,Mecklenburg,NC,28212-1668,US,US/Eastern,KCLT,2022-09-07 03:52:00,70.0,70.0,93.0,29.16,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513257,Source2,2,2022-09-07 22:03:03,2022-09-07 22:32:42,40.732586,-73.346184,,,0.0,Two lanes blocked due to crash on Southern State Pkwy Westbound at Exits 37N 37S Belmont Ave.,37S,West Babylon,Suffolk,NY,11704,US,US/Eastern,KFRG,2022-09-07 21:53:00,68.0,68.0,78.0,29.88,10.0,ENE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513258,Source2,3,2022-09-07 22:02:22,2022-09-07 22:31:42,41.108776,-73.405991,,,0.0,Center lane blocked due to crash on I-95 Governor John Davis Lodge Tpke Southbound at Exit 16 East Ave.,Governor John Davis Lodge Tpke,Norwalk,Fairfield,CT,06851,US,US/Eastern,KBDR,2022-09-07 21:52:00,69.0,69.0,70.0,29.96,10.0,NNE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513259,Source2,2,2022-09-07 19:06:40,2022-09-07 19:36:25,33.876251,-118.168419,,,0.0,Lane blocked due to crash on CA-91 Westbound at Cherry Ave.,Artesia Fwy W,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,2022-09-07 18:53:00,84.0,84.0,49.0,29.78,10.0,NW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-513260,Source2,3,2022-09-07 22:14:20,2022-09-07 23:13:36,26.133738,-80.393745,,,0.0,Two lanes blocked due to crash on I-75 Northbound at Exit 21 FL-84.,I-75 N,Fort Lauderdale,Broward,FL,33326,US,US/Eastern,KHWO,2022-09-07 21:53:00,81.0,81.0,72.0,29.9,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513261,Source2,3,2022-09-07 19:36:17,2022-09-07 20:30:26,43.56971,-89.778328,,,3.5899999141693115,Left lane blocked due to crash on I-90 Eastbound from Exit 89 WI-23 to Exit 92 US-12.,Wisconsin Dells Pkwy S,Baraboo,Sauk,WI,53913,US,US/Central,KDLL,2022-09-07 19:35:00,72.0,72.0,81.0,29.04,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-513262,Source2,3,2022-09-07 20:35:19,2022-09-07 21:04:28,27.338491,-82.446732,,,4.420000076293945,Left lane blocked due to crash on I-75 Northbound from Exit 207 FL-758 Bee Ridge Rd to Exit 210 FL-780 Fruitville Rd.,Fruitville Rd,Sarasota,Sarasota,FL,34240,US,US/Eastern,KSRQ,2022-09-07 20:53:00,76.0,76.0,85.0,29.84,10.0,E,5.0,0.0,Light Rain with Thunder,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-513263,Source2,1,2022-09-07 04:03:01,2022-09-07 04:29:18,27.71586,-82.666878,,,0.0,Crash on Lynn Lake Cir near Lynn Lake Dr.,Lynn Lake Dr S,St Petersburg,Pinellas,FL,33712-6192,US,US/Eastern,KSPG,2022-09-07 03:53:00,84.0,84.0,88.0,29.94,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A-513264,Source2,3,2022-09-07 03:14:56,2022-09-07 03:44:29,41.605389,-90.192749,,,0.0,Lane blocked due to crash on I-88 Westbound at Exit 10 Route 2.,I-88,Hillsdale,Rock Island,IL,61257,US,US/Central,KCWI,2022-09-07 02:56:00,60.0,60.0,,29.39,10.0,NNE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513265,Source2,3,2022-09-07 00:12:52,2022-09-07 00:42:22,34.004959,-118.172981,,,0.0,Lane blocked due to crash on I-710 Southbound at Exit 17B Washington Blvd.,I-710,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2022-09-07 00:47:00,74.0,74.0,87.0,29.72,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513266,Source2,2,2022-09-07 04:12:44,2022-09-07 04:58:05,34.061218,-80.96135699999998,,,0.0,One lane blocked due to crash on US-1 Two Notch Rd at Columbia Mall Rd.,Two Notch Rd,Columbia,Richland,SC,29223-7525,US,US/Eastern,KCUB,2022-09-07 03:53:00,74.0,74.0,91.0,29.75,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513267,Source2,3,2022-09-07 04:00:32,2022-09-07 05:00:14,34.790131,-82.440201,,,0.8100000023841858,Exit ramp from I-85 Southbound at Exit 42 to I-185 lane blocked due to crash.,I-185,Greenville,Greenville,SC,29611,US,US/Eastern,KGMU,2022-09-07 03:53:00,75.0,75.0,79.0,28.86,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513268,Source2,2,2022-09-07 00:34:59,2022-09-07 01:04:42,37.447632,-122.334282,,,0.0,Lane blocked due to crash on CA-35 Skyline Blvd both ways at Harkins Rd.,Skyline Blvd,Redwood City,San Mateo,CA,94062,US,US/Pacific,KSQL,2022-09-07 00:35:00,73.0,73.0,69.0,29.85,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513269,Source2,3,2022-09-07 03:13:29,2022-09-07 04:23:11,37.994263,-88.935013,,,0.0,Lane blocked due to crash on I-57 Northbound at Exit 71 IL-14.,I-57,Benton,Franklin,IL,62812,US,US/Central,KMWA,2022-09-07 03:15:00,67.0,67.0,100.0,29.58,5.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513270,Source2,3,2022-09-07 03:12:00,2022-09-07 03:41:32,40.736877,-88.737297,,,0.0,Lane blocked due to crash on I-55 Southbound at Exit 187 US-24 3100 North Rd.,I-55,Chenoa,McLean,IL,61726,US,US/Central,KPNT,2022-09-07 03:15:00,64.0,64.0,100.0,29.44,4.0,NNW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513271,Source2,1,2022-09-07 02:03:36,2022-09-07 03:15:18,33.918461,-118.041969,,,0.0,Crash on Bushy Dr near Leland Ave.,Leland Ave,Whittier,Los Angeles,CA,90605-4218,US,US/Pacific,KFUL,2022-09-07 01:53:00,76.0,76.0,82.0,29.8,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513272,Source2,2,2022-09-07 05:08:22,2022-09-07 06:12:29,25.785524,-80.21485899999998,,,0.0,Right lane blocked due to crash on FL-836-TOLL Westbound at FL-933 12th Ave.,SR-836-TOLL,Miami,Miami-Dade,FL,33125,US,US/Eastern,KMIA,2022-09-07 04:53:00,82.0,82.0,85.0,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-513273,Source2,2,2022-09-07 20:22:51,2022-09-07 21:22:13,30.732531,-86.35137900000002,,,0.0,Crash on I-10 Westbound at Exit 70 FL-285.,N County Highway 285,Defuniak Springs,Walton,FL,32435,US,US/Central,K54J,2022-09-07 19:53:00,80.0,80.0,81.0,29.69,8.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-513274,Source2,3,2022-09-07 20:09:53,2022-09-07 20:58:11,37.312088,-77.398544,,,0.0,Left lane closed due to crash on I-95 Southbound at VA-620 Woods Edge Rd.,I-95 S,Colonial Heights,Chesterfield,VA,23834,US,US/Eastern,KPTB,2022-09-07 20:15:00,70.0,70.0,96.0,29.62,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
